transaction_id,date,customer_id,account_type,transaction_type,amount,currency,channel,device,city,status,balance_after,fraud_flag
OB000479,3/8/2025,C00165,Savings,Deposit,2368.45,USD,Web,Desktop,Karachi,Failed,327.16,0
OB000480,8/13/2025,C00205,Savings,Withdrawal,3111.59,USD,Web,iOS,Peshawar,Pending,34734.22,0
OB000481,1/7/2025,C00093,Savings,Transfer,2815.71,USD,Web,iOS,Karachi,Completed,39153.42,0
OB000482,9/18/2025,C00271,Savings,Transfer,4422.27,USD,Web,iOS,Karachi,Failed,34678.33,0
OB000483,10/21/2025,C00277,Savings,Deposit,2740.38,USD,Web,Android,Karachi,Pending,1002.61,0
OB000484,6/6/2025,C00136,Current,Transfer,1040.46,USD,Mobile App,iOS,Lahore,Pending,39128.31,0
OB000485,7/24/2025,C00330,Current,Bill Payment,868.17,USD,Web,Android,Peshawar,Failed,30215.69,0
OB000486,4/24/2025,C00307,Current,Withdrawal,251.8,USD,Web,Desktop,Lahore,Pending,31753.96,1
OB000487,1/9/2025,C00157,Current,Bill Payment,1560.35,USD,Mobile App,iOS,Islamabad,Pending,2653.72,0
OB000488,6/18/2025,C00245,Savings,Transfer,121.66,USD,Web,Desktop,Lahore,Pending,48259.43,0
OB000489,2/4/2025,C00245,Current,Bill Payment,899.51,USD,Web,Desktop,Karachi,Pending,21015.4,0
OB000490,6/28/2025,C00020,Savings,Withdrawal,4094.61,USD,Web,Desktop,Karachi,Failed,12690.19,0
OB000491,8/6/2025,C00067,Current,Withdrawal,3513.78,USD,Web,Android,Karachi,Completed,26848.99,1
OB000492,10/28/2025,C00180,Savings,Withdrawal,1655.3,USD,Mobile App,iOS,Lahore,Failed,34857.81,0
OB000493,2/8/2025,C00096,Savings,Deposit,4870.52,USD,Web,Android,Islamabad,Completed,35155.58,1
OB000494,4/17/2025,C00298,Savings,Deposit,1611.14,USD,Mobile App,Desktop,Karachi,Failed,38687.39,1
OB000495,3/23/2025,C00086,Savings,Bill Payment,4520.44,USD,Mobile App,Android,Islamabad,Pending,35779.39,0
OB000496,12/9/2025,C00302,Savings,Bill Payment,981.36,USD,Web,Android,Peshawar,Pending,16216.6,1
OB000497,5/5/2025,C00177,Current,Deposit,120.18,USD,Mobile App,iOS,Lahore,Completed,11446.22,0
OB000498,6/26/2025,C00238,Current,Transfer,3904.46,USD,Web,Desktop,Peshawar,Failed,49420.64,0
OB000499,6/28/2025,C00266,Savings,Transfer,3754.42,USD,Web,Desktop,Peshawar,Pending,37578.01,1
OB000500,6/3/2025,C00386,Savings,Withdrawal,52.74,USD,Web,Android,Islamabad,Pending,4041.44,0
OB000501,5/5/2025,C00263,Current,Withdrawal,1856.6,USD,Mobile App,Desktop,Lahore,Completed,35290.98,0
OB000502,10/8/2025,C00249,Current,Bill Payment,4838.46,USD,Mobile App,iOS,Lahore,Pending,32882.02,1
OB000503,4/1/2025,C00036,Savings,Deposit,1204.67,USD,Web,Desktop,Islamabad,Completed,42028.79,0
OB000504,1/21/2025,C00258,Current,Transfer,2454.47,USD,Web,Desktop,Lahore,Failed,16196.64,0
OB000505,2/16/2025,C00079,Savings,Deposit,3517.2,USD,Web,Desktop,Islamabad,Failed,46044.29,0
OB000506,12/2/2025,C00209,Current,Transfer,4603.56,USD,Mobile App,iOS,Karachi,Failed,21325.31,0
OB000507,10/6/2025,C00097,Current,Withdrawal,206.59,USD,Web,iOS,Lahore,Failed,9874.13,0
OB000508,6/12/2025,C00114,Current,Bill Payment,792.87,USD,Web,iOS,Lahore,Pending,26324.94,0
OB000509,1/11/2025,C00097,Current,Transfer,3358.12,USD,Mobile App,iOS,Lahore,Pending,28970.21,1
OB000510,7/1/2025,C00148,Savings,Deposit,231.49,USD,Web,Android,Karachi,Completed,36098.56,0
OB000511,4/21/2025,C00183,Savings,Withdrawal,2992.51,USD,Mobile App,Android,Islamabad,Completed,24583.36,0
OB000512,7/25/2025,C00078,Current,Deposit,628.88,USD,Mobile App,iOS,Islamabad,Pending,48136.03,0
OB000513,6/13/2025,C00310,Current,Transfer,1251.11,USD,Mobile App,Desktop,Lahore,Completed,30940.52,0
OB000514,1/6/2025,C00050,Savings,Bill Payment,3988.91,USD,Web,iOS,Peshawar,Pending,23136.09,1
OB000515,2/16/2025,C00099,Current,Bill Payment,3053.41,USD,Web,Android,Karachi,Pending,30230.57,0
OB000516,12/1/2025,C00258,Savings,Deposit,1257.22,USD,Web,Desktop,Islamabad,Completed,39687.03,0
OB000517,1/4/2025,C00104,Savings,Withdrawal,3008.52,USD,Mobile App,Android,Lahore,Pending,31066.64,1
OB000518,4/7/2025,C00183,Current,Transfer,106.56,USD,Mobile App,iOS,Lahore,Completed,14172.67,1
OB000519,3/19/2025,C00241,Savings,Withdrawal,175.31,USD,Mobile App,Android,Lahore,Pending,6780.36,0
OB000520,3/19/2025,C00276,Savings,Withdrawal,4270.4,USD,Mobile App,iOS,Islamabad,Failed,42313.54,0
OB000521,12/21/2025,C00147,Savings,Deposit,3389.21,USD,Mobile App,iOS,Islamabad,Completed,28910.92,1
OB000522,7/2/2025,C00101,Savings,Deposit,4320.85,USD,Mobile App,Android,Peshawar,Completed,42463.53,0
OB000523,6/27/2025,C00311,Current,Bill Payment,2906.82,USD,Web,Desktop,Lahore,Completed,43538.5,0
OB000524,5/27/2025,C00223,Savings,Transfer,3721,USD,Mobile App,iOS,Karachi,Pending,20053.06,0
OB000525,6/26/2025,C00055,Current,Withdrawal,937.56,USD,Mobile App,Android,Islamabad,Completed,38736.37,0
OB000526,12/14/2025,C00111,Savings,Transfer,815.32,USD,Mobile App,iOS,Islamabad,Failed,10319.32,1
OB000527,4/16/2025,C00208,Savings,Transfer,4894.07,USD,Mobile App,Desktop,Peshawar,Failed,37071.07,0
OB000528,11/11/2025,C00388,Current,Withdrawal,242.13,USD,Mobile App,iOS,Karachi,Failed,14372.6,1
OB000529,1/27/2025,C00342,Savings,Deposit,428.55,USD,Web,Desktop,Karachi,Failed,40145.41,0
OB000530,9/27/2025,C00010,Savings,Withdrawal,3799.86,USD,Web,iOS,Lahore,Failed,11968.41,1
OB000531,9/23/2025,C00390,Current,Transfer,178.67,USD,Mobile App,Android,Islamabad,Completed,12336.37,0
OB000532,11/13/2025,C00104,Savings,Withdrawal,714.47,USD,Web,iOS,Islamabad,Failed,23859.18,0
OB000533,7/15/2025,C00349,Savings,Transfer,4723.22,USD,Web,iOS,Peshawar,Completed,18843.23,1
OB000534,11/25/2025,C00136,Current,Transfer,1895.86,USD,Mobile App,Desktop,Karachi,Pending,38314.23,1
OB000535,6/4/2025,C00337,Current,Deposit,3208.05,USD,Web,iOS,Islamabad,Pending,994.1,1
OB000536,2/1/2025,C00032,Savings,Transfer,1736.05,USD,Mobile App,iOS,Karachi,Completed,31099.74,0
OB000537,10/25/2025,C00296,Current,Transfer,346.41,USD,Web,iOS,Karachi,Completed,877.31,0
OB000538,9/7/2025,C00273,Current,Withdrawal,2004.65,USD,Mobile App,iOS,Peshawar,Completed,19718.07,0
OB000539,9/25/2025,C00321,Current,Transfer,154.53,USD,Mobile App,Desktop,Karachi,Failed,14235.97,0
OB000540,7/12/2025,C00201,Current,Bill Payment,4307.74,USD,Web,iOS,Peshawar,Pending,21596.37,0
OB000541,4/12/2025,C00210,Savings,Deposit,954.87,USD,Mobile App,Android,Karachi,Pending,26907.07,0
OB000542,2/1/2025,C00322,Current,Deposit,4620.03,USD,Web,iOS,Lahore,Pending,12907.56,0
OB000543,4/5/2025,C00122,Current,Bill Payment,4165.63,USD,Web,iOS,Islamabad,Pending,26895.13,1
OB000544,2/18/2025,C00049,Savings,Transfer,3555.95,USD,Mobile App,Android,Karachi,Completed,10770.33,0
OB000545,8/7/2025,C00115,Savings,Withdrawal,3032.56,USD,Web,Android,Karachi,Completed,32384.94,0
OB000546,7/15/2025,C00023,Savings,Transfer,601.22,USD,Mobile App,iOS,Karachi,Failed,30451.06,0
OB000547,9/19/2025,C00147,Savings,Withdrawal,3391.08,USD,Mobile App,Desktop,Islamabad,Completed,9573.21,0
OB000548,11/26/2025,C00319,Savings,Deposit,2435.95,USD,Web,Android,Peshawar,Completed,16823.42,1
OB000549,3/21/2025,C00183,Current,Bill Payment,3144.36,USD,Web,Android,Lahore,Pending,11589.78,1
OB000550,2/25/2025,C00371,Current,Withdrawal,4745.64,USD,Web,iOS,Peshawar,Failed,38061.14,0
OB000551,2/26/2025,C00133,Current,Transfer,2631.99,USD,Web,iOS,Peshawar,Pending,31780.23,0
OB000552,2/1/2025,C00185,Current,Bill Payment,4488.57,USD,Web,Desktop,Islamabad,Failed,35675.56,1
OB000553,10/10/2025,C00368,Current,Withdrawal,783.83,USD,Web,Desktop,Peshawar,Failed,5156.94,1
OB000554,3/16/2025,C00144,Savings,Withdrawal,509.05,USD,Web,Desktop,Lahore,Completed,26097.23,0
OB000555,10/8/2025,C00189,Savings,Bill Payment,4593.18,USD,Web,Desktop,Lahore,Failed,13030.67,1
OB000556,2/1/2025,C00063,Savings,Deposit,761.75,USD,Web,Android,Karachi,Pending,1374.66,0
OB000557,9/7/2025,C00212,Savings,Withdrawal,2349.19,USD,Web,iOS,Lahore,Completed,40527.93,0
OB000558,9/22/2025,C00399,Savings,Transfer,2806.9,USD,Mobile App,Android,Islamabad,Failed,23298.72,0
OB000559,7/7/2025,C00004,Savings,Bill Payment,4854.21,USD,Web,Desktop,Islamabad,Completed,48262.88,0
OB000560,4/14/2025,C00398,Savings,Deposit,3497.99,USD,Mobile App,iOS,Lahore,Pending,39265.69,1
OB000561,2/6/2025,C00196,Savings,Transfer,824.85,USD,Mobile App,iOS,Islamabad,Completed,42742.34,1
OB000562,4/4/2025,C00138,Current,Deposit,1856.79,USD,Mobile App,Desktop,Islamabad,Completed,2088.31,1
OB000563,4/4/2025,C00231,Savings,Withdrawal,615.94,USD,Mobile App,Android,Islamabad,Completed,37103.66,1
OB000564,12/14/2025,C00330,Savings,Transfer,3643.05,USD,Web,Android,Lahore,Failed,8699.86,0
OB000565,7/17/2025,C00283,Savings,Withdrawal,1830.47,USD,Mobile App,Android,Lahore,Pending,32779.35,0
OB000566,3/22/2025,C00297,Current,Withdrawal,172.7,USD,Web,Android,Peshawar,Completed,28626.44,0
OB000567,11/7/2025,C00308,Current,Transfer,3477.19,USD,Web,Android,Lahore,Completed,25488.64,0
OB000568,2/7/2025,C00321,Current,Withdrawal,428.13,USD,Mobile App,Desktop,Peshawar,Failed,4019.78,0
OB000569,2/3/2025,C00275,Current,Transfer,4019.09,USD,Web,iOS,Lahore,Completed,42317.7,0
OB000570,7/24/2025,C00038,Current,Withdrawal,641.42,USD,Web,iOS,Karachi,Failed,46445.04,1
OB000571,2/18/2025,C00286,Current,Withdrawal,1984.87,USD,Mobile App,Desktop,Lahore,Pending,18079.23,0
OB000572,11/20/2025,C00089,Savings,Transfer,2493.07,USD,Mobile App,iOS,Lahore,Pending,23842.92,0
OB000573,4/15/2025,C00180,Current,Deposit,352.51,USD,Mobile App,Desktop,Karachi,Completed,7965.93,0
OB000574,8/8/2025,C00100,Savings,Withdrawal,3524.89,USD,Mobile App,Android,Peshawar,Completed,22873.98,0
OB000575,9/19/2025,C00058,Current,Deposit,1639.89,USD,Mobile App,Android,Islamabad,Pending,45265.24,1
OB000576,7/21/2025,C00383,Savings,Withdrawal,1831.53,USD,Web,iOS,Islamabad,Failed,40759.94,0
OB000577,7/28/2025,C00020,Savings,Bill Payment,4906.78,USD,Web,Android,Lahore,Pending,26702.79,0
OB000578,9/6/2025,C00112,Current,Bill Payment,1369.43,USD,Mobile App,Android,Islamabad,Failed,47359.94,0
OB000579,1/15/2025,C00386,Savings,Deposit,1949.39,USD,Mobile App,Android,Islamabad,Failed,22655.31,0
OB000580,12/25/2025,C00232,Savings,Transfer,2392.02,USD,Web,iOS,Peshawar,Pending,14427.49,0
OB000581,6/5/2025,C00164,Savings,Bill Payment,3111.39,USD,Mobile App,Desktop,Karachi,Pending,37918.31,0
OB000582,8/13/2025,C00202,Current,Transfer,1769.53,USD,Web,Android,Lahore,Pending,38403.97,0
OB000583,2/16/2025,C00155,Savings,Transfer,839.5,USD,Web,iOS,Lahore,Completed,23097.95,0
OB000584,4/22/2025,C00135,Current,Transfer,752.16,USD,Web,Desktop,Islamabad,Failed,25184.75,0
OB000585,5/16/2025,C00353,Current,Bill Payment,233.54,USD,Web,Desktop,Peshawar,Pending,15188.86,0
OB000586,1/24/2025,C00298,Current,Bill Payment,2204.91,USD,Web,Android,Karachi,Failed,1934.94,0
OB000587,1/21/2025,C00034,Savings,Withdrawal,1511.66,USD,Mobile App,Android,Lahore,Failed,34355.26,0
OB000588,1/5/2025,C00184,Current,Deposit,676.5,USD,Mobile App,iOS,Karachi,Failed,40993.51,1
OB000589,5/27/2025,C00050,Current,Transfer,3939.47,USD,Mobile App,Android,Lahore,Pending,10074.62,1
OB000590,9/17/2025,C00095,Savings,Transfer,2885.9,USD,Mobile App,iOS,Peshawar,Pending,37405.24,0
OB000591,4/20/2025,C00187,Current,Bill Payment,3912.37,USD,Mobile App,iOS,Peshawar,Pending,14878.84,1
OB000592,5/3/2025,C00116,Savings,Transfer,4582.97,USD,Mobile App,iOS,Islamabad,Failed,4094.9,1
OB000593,8/4/2025,C00009,Savings,Deposit,3982.89,USD,Mobile App,iOS,Karachi,Completed,26886.28,0
OB000594,10/27/2025,C00241,Current,Bill Payment,3268.21,USD,Web,iOS,Islamabad,Completed,29247.86,1
OB000595,7/2/2025,C00163,Current,Withdrawal,1235.39,USD,Web,iOS,Karachi,Completed,46395.6,0
OB000596,4/25/2025,C00167,Savings,Deposit,3384.73,USD,Mobile App,iOS,Peshawar,Failed,23734.25,0
OB000597,12/9/2025,C00359,Savings,Withdrawal,4024.51,USD,Mobile App,Desktop,Islamabad,Pending,43361.12,0
OB000598,6/9/2025,C00231,Savings,Transfer,188.82,USD,Web,iOS,Peshawar,Failed,49850.18,1
OB000599,5/20/2025,C00004,Current,Deposit,2815.47,USD,Mobile App,Android,Lahore,Completed,34649.35,0
OB000600,12/28/2025,C00362,Current,Bill Payment,2750.99,USD,Mobile App,iOS,Peshawar,Pending,36731.41,1
OB000601,11/18/2025,C00080,Current,Bill Payment,4139.29,USD,Mobile App,iOS,Islamabad,Pending,14545.89,0
OB000602,4/9/2025,C00221,Savings,Transfer,4310.55,USD,Mobile App,Desktop,Karachi,Failed,18487.77,0
OB000603,11/19/2025,C00007,Savings,Deposit,4656.58,USD,Web,Desktop,Islamabad,Pending,18179.67,1
OB000604,4/6/2025,C00164,Current,Deposit,1561.21,USD,Web,Desktop,Peshawar,Pending,15562.64,1
OB000605,6/8/2025,C00234,Current,Deposit,2485.31,USD,Web,iOS,Karachi,Failed,32440.25,1
OB000606,8/6/2025,C00283,Current,Bill Payment,2653.54,USD,Web,Android,Lahore,Failed,13934.65,0
OB000607,2/17/2025,C00207,Current,Transfer,4284.66,USD,Mobile App,Desktop,Karachi,Completed,3287.13,1
OB000608,3/23/2025,C00057,Savings,Withdrawal,259.16,USD,Mobile App,Desktop,Peshawar,Failed,6189.06,0
OB000609,4/2/2025,C00185,Savings,Deposit,4850.68,USD,Web,iOS,Islamabad,Failed,26105.89,0
OB000610,10/4/2025,C00258,Current,Bill Payment,725.06,USD,Web,Desktop,Karachi,Pending,6646.28,1
OB000611,1/28/2025,C00380,Savings,Deposit,2755.55,USD,Mobile App,Desktop,Lahore,Failed,37152.65,0
OB000612,2/12/2025,C00302,Savings,Bill Payment,2954.55,USD,Web,Desktop,Karachi,Pending,17587.67,0
OB000613,3/8/2025,C00061,Current,Transfer,1276,USD,Mobile App,iOS,Lahore,Pending,7158.71,0
OB000614,3/3/2025,C00087,Current,Transfer,2786.71,USD,Web,iOS,Peshawar,Pending,10419.36,1
OB000615,9/13/2025,C00343,Savings,Withdrawal,3295.66,USD,Mobile App,Desktop,Karachi,Completed,36639.11,1
OB000616,3/1/2025,C00385,Current,Transfer,2625.17,USD,Web,Desktop,Karachi,Completed,42006,1
OB000617,7/24/2025,C00142,Current,Transfer,3425.21,USD,Mobile App,Android,Peshawar,Failed,46511.44,0
OB000618,7/23/2025,C00111,Current,Withdrawal,2004.16,USD,Web,iOS,Islamabad,Pending,26382.63,0
OB000619,11/25/2025,C00176,Current,Bill Payment,3599.96,USD,Mobile App,Android,Islamabad,Failed,47132.88,0
OB000620,1/26/2025,C00272,Current,Bill Payment,94.1,USD,Mobile App,Android,Islamabad,Completed,4627.08,0
OB000621,3/23/2025,C00261,Current,Bill Payment,2533.1,USD,Web,iOS,Islamabad,Failed,22383.54,0
OB000622,9/3/2025,C00085,Current,Withdrawal,3804.62,USD,Mobile App,iOS,Islamabad,Failed,41283.59,0
OB000623,8/13/2025,C00206,Current,Deposit,3685.94,USD,Web,iOS,Lahore,Failed,12074.22,0
OB000624,9/20/2025,C00009,Current,Deposit,848.25,USD,Mobile App,Desktop,Lahore,Failed,23911.15,0
OB000625,2/2/2025,C00063,Current,Deposit,4591.09,USD,Web,Desktop,Peshawar,Failed,31237.03,0
OB000626,7/21/2025,C00338,Savings,Withdrawal,2673.1,USD,Mobile App,Desktop,Peshawar,Pending,11829.61,0
OB000627,12/23/2025,C00139,Savings,Bill Payment,2632.47,USD,Web,iOS,Islamabad,Completed,31319.7,0
OB000628,9/15/2025,C00150,Current,Bill Payment,48.05,USD,Mobile App,iOS,Lahore,Failed,9306.2,0
OB000629,2/17/2025,C00287,Current,Deposit,1351.25,USD,Web,Desktop,Peshawar,Completed,43846.07,1
OB000630,3/12/2025,C00219,Current,Bill Payment,1879.23,USD,Mobile App,Android,Lahore,Failed,37635.95,0
OB000631,12/19/2025,C00224,Current,Withdrawal,140.53,USD,Mobile App,Desktop,Peshawar,Failed,43776.43,1
OB000632,7/18/2025,C00112,Current,Deposit,1112.56,USD,Web,Android,Karachi,Pending,671.73,0
OB000633,6/3/2025,C00124,Savings,Transfer,826.54,USD,Web,Desktop,Lahore,Failed,4764.89,0
OB000634,7/26/2025,C00230,Current,Bill Payment,3132.49,USD,Web,Desktop,Lahore,Failed,31710.84,0
OB000635,8/21/2025,C00165,Current,Transfer,794.47,USD,Mobile App,Desktop,Peshawar,Completed,23488.21,0
OB000636,10/25/2025,C00208,Current,Bill Payment,1088.16,USD,Mobile App,iOS,Karachi,Pending,12054.45,0
OB000637,8/7/2025,C00030,Current,Bill Payment,1417.51,USD,Web,iOS,Karachi,Pending,41518.39,0
OB000638,12/10/2025,C00375,Savings,Withdrawal,3639.57,USD,Mobile App,iOS,Peshawar,Failed,42841.92,0
OB000639,7/12/2025,C00335,Current,Deposit,1299.14,USD,Web,iOS,Islamabad,Failed,34529.14,0
OB000640,10/18/2025,C00052,Current,Transfer,3962.84,USD,Web,Desktop,Peshawar,Completed,39275.95,1
OB000641,3/1/2025,C00305,Current,Transfer,2719.8,USD,Mobile App,Android,Peshawar,Failed,18304.21,1
OB000642,11/20/2025,C00268,Savings,Transfer,3654.56,USD,Web,iOS,Karachi,Completed,21651.39,0
OB000643,3/16/2025,C00367,Savings,Bill Payment,2723.82,USD,Web,iOS,Islamabad,Pending,22270.02,0
OB000644,2/28/2025,C00161,Current,Withdrawal,1651.37,USD,Web,iOS,Lahore,Completed,1425.53,1
OB000645,7/14/2025,C00092,Savings,Deposit,1511,USD,Web,Desktop,Peshawar,Pending,1014.49,1
OB000646,2/7/2025,C00115,Current,Withdrawal,667.11,USD,Web,Android,Lahore,Pending,44842.18,0
OB000647,2/9/2025,C00333,Savings,Withdrawal,4228.61,USD,Web,Android,Lahore,Failed,4814.64,0
OB000648,10/16/2025,C00143,Current,Withdrawal,2754.46,USD,Web,iOS,Karachi,Completed,27614.57,0
OB000649,11/18/2025,C00399,Current,Transfer,2879.28,USD,Web,Android,Peshawar,Completed,3044.72,0
OB000650,5/23/2025,C00355,Current,Bill Payment,3014.18,USD,Web,Android,Peshawar,Failed,21594.43,0
OB000651,8/3/2025,C00237,Savings,Deposit,2080.51,USD,Mobile App,iOS,Karachi,Failed,31806.43,1
OB000652,2/8/2025,C00321,Savings,Bill Payment,1493.49,USD,Web,Desktop,Peshawar,Failed,14093.72,1
OB000653,11/25/2025,C00252,Savings,Transfer,3830.78,USD,Web,Desktop,Islamabad,Pending,40486.66,0
OB000654,5/11/2025,C00262,Current,Deposit,3823.41,USD,Web,Android,Peshawar,Failed,11427,1
OB000655,11/10/2025,C00210,Savings,Transfer,1812.25,USD,Web,Desktop,Karachi,Completed,3337.5,1
OB000656,3/15/2025,C00034,Savings,Withdrawal,1644.76,USD,Web,iOS,Peshawar,Completed,47484.27,0
OB000657,12/26/2025,C00238,Savings,Bill Payment,3640.77,USD,Mobile App,iOS,Lahore,Completed,984.18,1
OB000658,3/13/2025,C00298,Savings,Deposit,3099.33,USD,Mobile App,iOS,Islamabad,Completed,36507.23,1
OB000659,7/19/2025,C00041,Savings,Withdrawal,1495.37,USD,Web,Desktop,Islamabad,Failed,24933.54,0
OB000660,4/19/2025,C00090,Savings,Deposit,1681.46,USD,Web,iOS,Peshawar,Pending,21510.98,0
OB000661,2/19/2025,C00066,Current,Withdrawal,1549.67,USD,Mobile App,Desktop,Karachi,Completed,27967.12,0
OB000662,6/10/2025,C00181,Current,Bill Payment,3044.65,USD,Web,iOS,Peshawar,Completed,19826.22,1
OB000663,10/28/2025,C00309,Current,Bill Payment,684.23,USD,Mobile App,Desktop,Islamabad,Pending,43931.37,0
OB000664,2/21/2025,C00191,Savings,Bill Payment,2949.48,USD,Mobile App,Android,Karachi,Failed,27348.98,0
OB000665,2/15/2025,C00327,Savings,Withdrawal,2832.19,USD,Web,Desktop,Islamabad,Failed,10097.49,0
OB000666,9/14/2025,C00275,Current,Transfer,3579.79,USD,Mobile App,Desktop,Peshawar,Completed,24585.73,0
OB000667,10/9/2025,C00109,Current,Bill Payment,228.16,USD,Mobile App,Desktop,Lahore,Completed,46250.16,0
OB000668,3/15/2025,C00035,Savings,Bill Payment,3738.58,USD,Mobile App,Android,Peshawar,Failed,31309.51,0
OB000669,12/18/2025,C00177,Current,Deposit,1958.26,USD,Web,Android,Islamabad,Completed,29840.04,0
OB000670,6/27/2025,C00002,Savings,Transfer,3993.99,USD,Mobile App,Android,Peshawar,Failed,35265.09,0
OB000671,10/4/2025,C00081,Savings,Withdrawal,1106.29,USD,Mobile App,iOS,Islamabad,Completed,17577.16,1
OB000672,2/7/2025,C00091,Savings,Deposit,496.16,USD,Web,Desktop,Lahore,Pending,9627.48,0
OB000673,5/11/2025,C00189,Current,Bill Payment,2127.78,USD,Web,Android,Islamabad,Failed,29918.32,1
OB000674,1/25/2025,C00026,Savings,Withdrawal,170.15,USD,Web,iOS,Peshawar,Failed,13264.87,0
OB000675,7/28/2025,C00110,Current,Withdrawal,3191.51,USD,Mobile App,Android,Lahore,Pending,9157.07,0
OB000676,12/22/2025,C00269,Current,Transfer,1489.29,USD,Web,Desktop,Islamabad,Failed,14586.45,0
OB000677,5/22/2025,C00269,Savings,Withdrawal,1643.03,USD,Web,Android,Karachi,Failed,13699.29,1
OB000678,12/19/2025,C00307,Current,Transfer,3317.72,USD,Mobile App,Android,Karachi,Failed,36814.23,0
OB000679,8/1/2025,C00396,Current,Deposit,3998.03,USD,Web,Desktop,Lahore,Completed,7773.83,0
OB000680,9/15/2025,C00187,Savings,Deposit,930.04,USD,Web,Android,Karachi,Completed,13589.71,0
OB000681,12/5/2025,C00040,Savings,Bill Payment,3891.91,USD,Mobile App,iOS,Islamabad,Failed,15970.52,0
OB000682,11/9/2025,C00180,Current,Deposit,3444.93,USD,Mobile App,Desktop,Peshawar,Completed,2456.2,0
OB000683,7/27/2025,C00341,Savings,Deposit,1779.65,USD,Web,Android,Lahore,Completed,24346.56,0
OB000684,8/16/2025,C00347,Savings,Withdrawal,4404.84,USD,Mobile App,iOS,Islamabad,Pending,42930.84,0
OB000685,12/2/2025,C00093,Current,Deposit,4179.54,USD,Mobile App,Android,Lahore,Pending,18813.26,0
OB000686,3/28/2025,C00198,Savings,Bill Payment,1955.31,USD,Web,Desktop,Karachi,Pending,19871.66,0
OB000687,2/28/2025,C00059,Savings,Withdrawal,355.14,USD,Web,Desktop,Peshawar,Pending,39519.54,0
OB000688,5/20/2025,C00139,Savings,Transfer,1055.65,USD,Web,iOS,Lahore,Failed,17567.18,1
OB000689,9/17/2025,C00003,Current,Deposit,3756.72,USD,Mobile App,Desktop,Islamabad,Failed,44765.83,0
OB000690,3/27/2025,C00366,Current,Transfer,4548.17,USD,Mobile App,Desktop,Karachi,Completed,24882.96,1
OB000691,2/22/2025,C00353,Current,Deposit,1252.84,USD,Mobile App,Desktop,Lahore,Completed,26845.49,0
OB000692,6/25/2025,C00141,Savings,Bill Payment,1787.23,USD,Web,iOS,Islamabad,Failed,41167.72,1
OB000693,7/23/2025,C00242,Savings,Transfer,2860.54,USD,Mobile App,Android,Peshawar,Pending,14862.55,0
OB000694,1/28/2025,C00052,Current,Deposit,2668.31,USD,Web,Desktop,Karachi,Completed,4910.39,0
OB000695,8/11/2025,C00332,Savings,Withdrawal,2305.36,USD,Web,iOS,Karachi,Completed,30884.05,0
OB000696,2/13/2025,C00301,Savings,Withdrawal,1722.45,USD,Web,Android,Peshawar,Completed,5069.5,0
OB000697,8/14/2025,C00269,Savings,Bill Payment,831.21,USD,Mobile App,Android,Islamabad,Failed,25277.92,0
OB000698,11/19/2025,C00133,Current,Withdrawal,4888.98,USD,Web,Desktop,Islamabad,Failed,5638.24,1
OB000699,3/17/2025,C00296,Savings,Bill Payment,3778.15,USD,Web,iOS,Lahore,Completed,3597.68,0
OB000700,9/12/2025,C00227,Savings,Bill Payment,1138.53,USD,Web,iOS,Peshawar,Completed,40279.98,0
OB000701,12/25/2025,C00276,Current,Withdrawal,2537.9,USD,Web,Desktop,Islamabad,Failed,31064.96,0
OB000702,10/17/2025,C00085,Current,Transfer,1256.27,USD,Mobile App,iOS,Lahore,Pending,46288.27,0
OB000703,1/25/2025,C00339,Current,Transfer,2083.89,USD,Mobile App,Android,Peshawar,Completed,5901.98,0
OB000704,8/11/2025,C00126,Current,Deposit,1394.55,USD,Mobile App,Android,Peshawar,Completed,26127.91,1
OB000705,6/19/2025,C00253,Current,Bill Payment,3606.39,USD,Mobile App,iOS,Lahore,Completed,1800.34,0
OB000706,10/28/2025,C00126,Savings,Transfer,2426.49,USD,Web,iOS,Islamabad,Pending,32231.94,0
OB000707,8/2/2025,C00232,Savings,Bill Payment,4712.32,USD,Mobile App,Android,Lahore,Completed,33897,0
OB000708,4/9/2025,C00258,Savings,Bill Payment,3357.93,USD,Mobile App,Desktop,Islamabad,Completed,20328.19,1
OB000709,10/24/2025,C00357,Savings,Transfer,2826.45,USD,Mobile App,iOS,Peshawar,Pending,3713.25,1
OB000710,7/13/2025,C00054,Savings,Withdrawal,36.4,USD,Mobile App,iOS,Lahore,Failed,47808.44,0
OB000711,7/8/2025,C00003,Current,Deposit,4074.39,USD,Mobile App,Android,Islamabad,Completed,32683.3,0
OB000712,11/25/2025,C00001,Savings,Transfer,362.11,USD,Web,iOS,Peshawar,Pending,15527.38,1
OB000713,7/28/2025,C00140,Current,Deposit,4350.16,USD,Web,Android,Islamabad,Failed,6999.92,0
OB000714,9/11/2025,C00399,Current,Deposit,458.5,USD,Web,iOS,Islamabad,Pending,33027.2,0
OB000715,10/1/2025,C00060,Current,Deposit,4511.6,USD,Web,Desktop,Peshawar,Completed,29476.11,0
OB000716,1/12/2025,C00371,Savings,Transfer,3530.63,USD,Web,iOS,Lahore,Failed,9975.55,0
OB000717,7/1/2025,C00049,Current,Withdrawal,955.52,USD,Web,iOS,Peshawar,Pending,19919.52,0
OB000718,9/3/2025,C00244,Current,Transfer,2420.15,USD,Web,Desktop,Islamabad,Completed,4744.11,0
